chromosome	nSites	nMatches	percentMatches	accByChance	individual_iteration	coverage	nFounders	Ne	mu	population_iteration	population
chr1	6118	6031	0.985779666557699	0.820022787522475	9	0.05X	128	10000	1e-09	2	scrm
chr2	3953	2660	0.672906653174804	0.735865289218631	9	0.05X	128	10000	1e-09	2	scrm
chr3	4480	3411	0.761383928571429	0.809394359588623	9	0.05X	128	10000	1e-09	2	scrm
chr4	5453	4039	0.740693196405648	0.780842363954618	9	0.05X	128	10000	1e-09	2	scrm
chr5	11700	11615	0.992735042735043	0.878539804311899	9	0.05X	128	10000	1e-09	2	scrm
chr1	6347	3291	0.518512683157397	0.819898303332283	10	0.05X	128	10000	1e-09	2	scrm
chr2	5400	2951	0.546481481481481	0.735384431061921	10	0.05X	128	10000	1e-09	2	scrm
chr3	3192	2783	0.871867167919799	0.806093985574287	10	0.05X	128	10000	1e-09	2	scrm
chr4	5774	5532	0.958087980602702	0.781182907839155	10	0.05X	128	10000	1e-09	2	scrm
chr1	4730	2995	0.633192389006342	0.773172339022034	1	0.05X	128	10000	1e-09	3	scrm
chr2	3421	2703	0.790119847997662	0.875586283621611	1	0.05X	128	10000	1e-09	3	scrm
chr3	5329	5255	0.986113717395384	0.81142538496244	1	0.05X	128	10000	1e-09	3	scrm
chr4	5746	4666	0.81204316045945	0.729590665908213	1	0.05X	128	10000	1e-09	3	scrm
chr1	5100	3544	0.694901960784314	0.771627424651501	2	0.05X	128	10000	1e-09	3	scrm
chr2	4099	3471	0.846791900463528	0.874182956804442	2	0.05X	128	10000	1e-09	3	scrm
chr3	5270	4682	0.88842504743833	0.81118400327621	2	0.05X	128	10000	1e-09	3	scrm
chr4	5688	3308	0.581575246132208	0.730229824404173	2	0.05X	128	10000	1e-09	3	scrm
chr5	5199	4890	0.940565493364108	0.833711812348979	2	0.05X	128	10000	1e-09	3	scrm
chr1	4934	3286	0.665991082286178	0.772135029063323	3	0.05X	128	10000	1e-09	3	scrm
chr2	4203	3347	0.796335950511539	0.87378066192489	3	0.05X	128	10000	1e-09	3	scrm
chr3	5151	4773	0.926616191030868	0.810921309272471	3	0.05X	128	10000	1e-09	3	scrm
chr4	5918	5753	0.972118959107807	0.729373118409276	3	0.05X	128	10000	1e-09	3	scrm
chr5	5025	4376	0.870845771144279	0.834064309798663	3	0.05X	128	10000	1e-09	3	scrm
chr1	5395	4660	0.863762743280816	0.770926958283857	4	0.05X	128	10000	1e-09	3	scrm
chr2	4223	4129	0.977740942457968	0.873653945724122	4	0.05X	128	10000	1e-09	3	scrm
chr3	5342	5167	0.967240733807563	0.811032254166569	4	0.05X	128	10000	1e-09	3	scrm
chr4	4580	2847	0.621615720524017	0.729601424437944	4	0.05X	128	10000	1e-09	3	scrm
chr1	5345	3844	0.719176800748363	0.771455359035167	5	0.05X	128	10000	1e-09	3	scrm
chr2	4019	3353	0.834287136103508	0.874756208668007	5	0.05X	128	10000	1e-09	3	scrm
chr3	5327	5118	0.960765909517552	0.811049558576151	5	0.05X	128	10000	1e-09	3	scrm
chr4	5845	5767	0.986655260906758	0.729128472268632	5	0.05X	128	10000	1e-09	3	scrm
chr1	5296	3370	0.636329305135952	0.771925796554888	6	0.05X	128	10000	1e-09	3	scrm
chr2	3760	3235	0.860372340425532	0.874265954849568	6	0.05X	128	10000	1e-09	3	scrm
chr3	5357	5061	0.944745193205152	0.811022441067178	6	0.05X	128	10000	1e-09	3	scrm
chr4	5905	5675	0.961049957662998	0.729473665061389	6	0.05X	128	10000	1e-09	3	scrm
chr1	5629	5386	0.95683069817019	0.770606321008533	7	0.05X	128	10000	1e-09	3	scrm
chr2	3844	3376	0.878251821019771	0.873458338329621	7	0.05X	128	10000	1e-09	3	scrm
chr3	4833	3916	0.810262776743224	0.810722617858344	7	0.05X	128	10000	1e-09	3	scrm
chr4	5168	4005	0.774961300309598	0.731182618037835	7	0.05X	128	10000	1e-09	3	scrm
chr1	5582	5104	0.914367610175564	0.770685800725266	8	0.05X	128	10000	1e-09	3	scrm
chr2	4179	4093	0.979420914094281	0.873901513239561	8	0.05X	128	10000	1e-09	3	scrm
chr3	4900	4400	0.897959183673469	0.81117638412787	8	0.05X	128	10000	1e-09	3	scrm
chr4	5789	3407	0.588529970633961	0.729639393036632	8	0.05X	128	10000	1e-09	3	scrm
chr1	4796	4564	0.95162635529608	0.771932581248534	9	0.05X	128	10000	1e-09	3	scrm
chr2	3626	2853	0.786817429674573	0.873126055743243	9	0.05X	128	10000	1e-09	3	scrm
chr3	5045	4121	0.816848364717542	0.810897346247058	9	0.05X	128	10000	1e-09	3	scrm
chr4	5390	4690	0.87012987012987	0.73072659239477	9	0.05X	128	10000	1e-09	3	scrm
chr1	5598	5263	0.940157198999643	0.77044238342307	10	0.05X	128	10000	1e-09	3	scrm
chr2	4201	3317	0.789573910973578	0.873839402193116	10	0.05X	128	10000	1e-09	3	scrm
chr3	5358	5015	0.93598357596118	0.810932280457523	10	0.05X	128	10000	1e-09	3	scrm
chr4	4392	3573	0.813524590163934	0.729767401578865	10	0.05X	128	10000	1e-09	3	scrm
chr1	3654	2383	0.65216201423098	0.758399917443854	1	0.05X	128	10000	1e-09	4	scrm
chr2	4907	4709	0.959649480334216	0.87999503161141	1	0.05X	128	10000	1e-09	4	scrm
chr3	4422	3623	0.819312528267752	0.855013429390689	1	0.05X	128	10000	1e-09	4	scrm
chr4	5608	2919	0.520506419400856	0.773477899875178	1	0.05X	128	10000	1e-09	4	scrm
chr5	6249	5679	0.908785405664906	0.71705525618474	1	0.05X	128	10000	1e-09	4	scrm
chr1	4075	4069	0.998527607361963	0.758863008651265	2	0.05X	128	10000	1e-09	4	scrm
chr2	3687	3252	0.882017900732303	0.881216017637985	2	0.05X	128	10000	1e-09	4	scrm
chr3	5038	3806	0.755458515283843	0.855873377467962	2	0.05X	128	10000	1e-09	4	scrm
chr4	3855	2015	0.522697795071336	0.771388080364381	2	0.05X	128	10000	1e-09	4	scrm
chr5	5249	2595	0.494379881882263	0.716175744319603	2	0.05X	128	10000	1e-09	4	scrm
chr1	4318	3438	0.796201945345067	0.7589656799797	3	0.05X	128	10000	1e-09	4	scrm
chr2	3990	3518	0.881704260651629	0.880805223507989	3	0.05X	128	10000	1e-09	4	scrm
chr3	4235	3408	0.804722550177096	0.854881976599395	3	0.05X	128	10000	1e-09	4	scrm
chr4	5320	2745	0.515977443609023	0.773204487965519	3	0.05X	128	10000	1e-09	4	scrm
chr1	3943	2342	0.593963986812072	0.758257206823207	4	0.05X	128	10000	1e-09	4	scrm
chr2	3515	3334	0.94850640113798	0.880603409356108	4	0.05X	128	10000	1e-09	4	scrm
chr3	4489	3375	0.751837825796391	0.856489324707793	4	0.05X	128	10000	1e-09	4	scrm
chr4	5639	3464	0.61429331441745	0.773364428827834	4	0.05X	128	10000	1e-09	4	scrm
chr1	3078	2332	0.757634827810266	0.757692313488619	5	0.05X	128	10000	1e-09	4	scrm
chr2	4796	4763	0.993119266055046	0.880317350742318	5	0.05X	128	10000	1e-09	4	scrm
chr3	4853	4678	0.963939831032351	0.855920357333737	5	0.05X	128	10000	1e-09	4	scrm
chr4	5112	2692	0.52660406885759	0.772818193749083	5	0.05X	128	10000	1e-09	4	scrm
chr1	4322	4211	0.974317445627024	0.758294793534533	6	0.05X	128	10000	1e-09	4	scrm
chr2	4822	4169	0.864579012857735	0.88019017805355	6	0.05X	128	10000	1e-09	4	scrm
chr3	5026	4938	0.982491046557899	0.855622843732124	6	0.05X	128	10000	1e-09	4	scrm
chr4	5508	3366	0.611111111111111	0.77328826970784	6	0.05X	128	10000	1e-09	4	scrm
chr5	5650	2791	0.493982300884956	0.716919085747373	6	0.05X	128	10000	1e-09	4	scrm
chr1	3999	3954	0.988747186796699	0.758239425579051	7	0.05X	128	10000	1e-09	4	scrm
chr2	4188	3943	0.941499522445081	0.879648858974861	7	0.05X	128	10000	1e-09	4	scrm
chr3	1	1	1	0.98443603515625	7	0.05X	128	10000	1e-09	4	scrm
chr4	5576	2911	0.522058823529412	0.77337014897482	7	0.05X	128	10000	1e-09	4	scrm
chr1	3400	2064	0.607058823529412	0.758267858168658	8	0.05X	128	10000	1e-09	4	scrm
chr2	4924	4641	0.942526401299756	0.879878424513543	8	0.05X	128	10000	1e-09	4	scrm
chr3	5164	4639	0.898334624322231	0.855221382690713	8	0.05X	128	10000	1e-09	4	scrm
chr4	5416	4971	0.917836041358936	0.773379473777782	8	0.05X	128	10000	1e-09	4	scrm
chr1	3687	3188	0.864659614863032	0.758805583543108	9	0.05X	128	10000	1e-09	4	scrm
chr2	4431	4431	1	0.881210764491297	9	0.05X	128	10000	1e-09	4	scrm
chr3	1	1	1	0.98443603515625	9	0.05X	128	10000	1e-09	4	scrm
chr4	4957	2387	0.481541254791204	0.77266109636625	9	0.05X	128	10000	1e-09	4	scrm
chr1	4053	2485	0.613126079447323	0.758426465783447	10	0.05X	128	10000	1e-09	4	scrm
chr2	4698	4385	0.933375904640272	0.880885995058569	10	0.05X	128	10000	1e-09	4	scrm
chr3	4852	4852	1	0.855906311186109	10	0.05X	128	10000	1e-09	4	scrm
chr4	4446	2300	0.51731893837157	0.773891392346175	10	0.05X	128	10000	1e-09	4	scrm
chr1	4243	2585	0.609238746170163	0.785072846314886	1	0.05X	128	10000	1e-09	5	scrm
chr2	5551	3334	0.600612502251846	0.749718057381271	1	0.05X	128	10000	1e-09	5	scrm
chr3	4979	4605	0.924884514962844	0.747647590583576	1	0.05X	128	10000	1e-09	5	scrm
chr4	4179	4043	0.967456329265375	0.856944372392094	1	0.05X	128	10000	1e-09	5	scrm
chr5	4103	3590	0.874969534486961	0.91272561735506	1	0.05X	128	10000	1e-09	5	scrm
chr1	4067	2738	0.673223506269978	0.786180355990288	2	0.05X	128	10000	1e-09	5	scrm
chr2	4618	4064	0.880034647033348	0.750197313522663	2	0.05X	128	10000	1e-09	5	scrm
chr3	4930	4763	0.966125760649087	0.747632553998162	2	0.05X	128	10000	1e-09	5	scrm
chr4	4336	4171	0.961946494464945	0.857116333233034	2	0.05X	128	10000	1e-09	5	scrm
chr5	4651	4160	0.894431305095678	0.912200999910973	2	0.05X	128	10000	1e-09	5	scrm
chr1	5020	3412	0.679681274900398	0.78609484182411	3	0.05X	128	10000	1e-09	5	scrm
chr2	5900	5794	0.982033898305085	0.748961802337129	3	0.05X	128	10000	1e-09	5	scrm
chr3	4605	2575	0.559174809989142	0.746606379041972	3	0.05X	128	10000	1e-09	5	scrm
chr4	4161	3136	0.753664984378755	0.85670431220053	3	0.05X	128	10000	1e-09	5	scrm
chr1	3741	2402	0.642074311681369	0.78613034890508	4	0.05X	128	10000	1e-09	5	scrm
chr2	5824	5043	0.865899725274725	0.748782199817699	4	0.05X	128	10000	1e-09	5	scrm
chr3	4963	4150	0.836187789643361	0.747568604351892	4	0.05X	128	10000	1e-09	5	scrm
chr4	3703	3226	0.871185525249797	0.857148049169381	4	0.05X	128	10000	1e-09	5	scrm
chr5	4807	4620	0.961098398169336	0.911742757753992	4	0.05X	128	10000	1e-09	5	scrm
chr1	5014	4500	0.897487036298365	0.786221528937724	5	0.05X	128	10000	1e-09	5	scrm
chr2	5136	4926	0.95911214953271	0.751344532238732	5	0.05X	128	10000	1e-09	5	scrm
chr3	1966	1886	0.959308240081383	0.739276253437341	5	0.05X	128	10000	1e-09	5	scrm
chr4	3856	3528	0.9149377593361	0.857083712376005	5	0.05X	128	10000	1e-09	5	scrm
chr5	4667	4171	0.893721877008785	0.911895013044548	5	0.05X	128	10000	1e-09	5	scrm
chr1	5105	4538	0.888932419196866	0.786317866789606	6	0.05X	128	10000	1e-09	5	scrm
chr2	5407	4740	0.876641390789717	0.749438131144379	6	0.05X	128	10000	1e-09	5	scrm
chr3	4322	2397	0.554604349838038	0.746259838494368	6	0.05X	128	10000	1e-09	5	scrm
chr4	4232	3872	0.914933837429111	0.857354739212584	6	0.05X	128	10000	1e-09	5	scrm
chr1	3702	2867	0.774446245272825	0.787495782605897	7	0.05X	128	10000	1e-09	5	scrm
chr2	5366	4777	0.890234811777861	0.750146024848293	7	0.05X	128	10000	1e-09	5	scrm
chr3	4973	4318	0.868288759300221	0.747664070551289	7	0.05X	128	10000	1e-09	5	scrm
chr4	2846	2628	0.92340126493324	0.857857485011859	7	0.05X	128	10000	1e-09	5	scrm
chr5	4597	4071	0.885577550576463	0.912104329674924	7	0.05X	128	10000	1e-09	5	scrm
chr1	4009	2480	0.618608131703667	0.785762947674373	8	0.05X	128	10000	1e-09	5	scrm
chr2	4929	3795	0.769933049300061	0.749344797689694	8	0.05X	128	10000	1e-09	5	scrm
chr3	4594	4102	0.892903787548977	0.747443365645917	8	0.05X	128	10000	1e-09	5	scrm
chr4	2982	2582	0.865861837692824	0.856787453235035	8	0.05X	128	10000	1e-09	5	scrm
chr5	3389	2983	0.880200649159044	0.912746849296437	8	0.05X	128	10000	1e-09	5	scrm
chr1	4979	3111	0.62482426189998	0.786074817455971	9	0.05X	128	10000	1e-09	5	scrm
chr2	5554	5031	0.905833633417357	0.749532983248982	9	0.05X	128	10000	1e-09	5	scrm
chr3	4957	4855	0.9794230381279	0.747659079509563	9	0.05X	128	10000	1e-09	5	scrm
chr4	3942	3133	0.794774226281076	0.856885301347072	9	0.05X	128	10000	1e-09	5	scrm
chr1	4794	3070	0.640383813099708	0.785311536983893	10	0.05X	128	10000	1e-09	5	scrm
chr2	5683	5498	0.967446771071617	0.749450060676442	10	0.05X	128	10000	1e-09	5	scrm
chr3	4443	2424	0.545577312626604	0.745707922091281	10	0.05X	128	10000	1e-09	5	scrm
chr4	4087	3129	0.765598238316614	0.856757208570047	10	0.05X	128	10000	1e-09	5	scrm
chr1	4343	3372	0.776421828229335	0.840562202511585	1	0.05X	128	10000	1e-09	6	scrm
chr2	5973	4062	0.680060271220492	0.823830753200601	1	0.05X	128	10000	1e-09	6	scrm
chr3	5603	3556	0.634660003569516	0.785788562453987	1	0.05X	128	10000	1e-09	6	scrm
chr4	4896	4606	0.940767973856209	0.753939971425175	1	0.05X	128	10000	1e-09	6	scrm
chr1	4626	3473	0.750756593169045	0.839917451336535	2	0.05X	128	10000	1e-09	6	scrm
chr2	6338	4315	0.68081413695172	0.823553834664178	2	0.05X	128	10000	1e-09	6	scrm
chr3	5943	4850	0.816086151775198	0.786610412854409	2	0.05X	128	10000	1e-09	6	scrm
chr4	5260	3794	0.721292775665399	0.754207921481404	2	0.05X	128	10000	1e-09	6	scrm
chr1	4746	3597	0.757901390644753	0.839303474410194	3	0.05X	128	10000	1e-09	6	scrm
chr2	6479	4193	0.647167772804445	0.823349674941397	3	0.05X	128	10000	1e-09	6	scrm
chr3	5451	3400	0.623738763529628	0.786251299754345	3	0.05X	128	10000	1e-09	6	scrm
chr4	5291	5095	0.962955962955963	0.754424224028716	3	0.05X	128	10000	1e-09	6	scrm
chr5	5741	3262	0.568193694478314	0.785556385895451	3	0.05X	128	10000	1e-09	6	scrm
chr1	3934	3101	0.788256227758007	0.838100012511121	4	0.05X	128	10000	1e-09	6	scrm
chr2	6400	4499	0.70296875	0.823354816436768	4	0.05X	128	10000	1e-09	6	scrm
chr3	5840	3698	0.633219178082192	0.786267915490555	4	0.05X	128	10000	1e-09	6	scrm
chr4	4567	3737	0.818261440770747	0.754143908897218	4	0.05X	128	10000	1e-09	6	scrm
chr1	4395	3395	0.772468714448237	0.839748524046324	5	0.05X	128	10000	1e-09	6	scrm
chr2	6162	3384	0.549172346640701	0.823609210654769	5	0.05X	128	10000	1e-09	6	scrm
chr3	4742	3725	0.785533530156052	0.785360078075575	5	0.05X	128	10000	1e-09	6	scrm
chr4	4651	2791	0.600086003010105	0.754210047864371	5	0.05X	128	10000	1e-09	6	scrm
chr5	5646	4757	0.842543393552958	0.785323842636795	5	0.05X	128	10000	1e-09	6	scrm
chr1	4477	4235	0.945945945945946	0.839185669136175	6	0.05X	128	10000	1e-09	6	scrm
chr2	6273	3302	0.526382910887932	0.823569284564054	6	0.05X	128	10000	1e-09	6	scrm
chr3	5697	5093	0.893979287344216	0.786180187866147	6	0.05X	128	10000	1e-09	6	scrm
chr4	5316	5290	0.995109104589917	0.754399847141148	6	0.05X	128	10000	1e-09	6	scrm
chr5	5662	3340	0.589897562698693	0.785398461043056	6	0.05X	128	10000	1e-09	6	scrm
chr1	4529	4029	0.88960035327887	0.839533102751884	7	0.05X	128	10000	1e-09	6	scrm
chr2	4525	4288	0.947624309392265	0.823219176234461	7	0.05X	128	10000	1e-09	6	scrm
chr3	5684	3624	0.637579169598874	0.786678596083167	7	0.05X	128	10000	1e-09	6	scrm
chr4	4320	2538	0.5875	0.752786155983254	7	0.05X	128	10000	1e-09	6	scrm
chr1	4561	4525	0.992106994080246	0.839681814804696	8	0.05X	128	10000	1e-09	6	scrm
chr2	6196	3363	0.542769528728212	0.823717357421245	8	0.05X	128	10000	1e-09	6	scrm
chr3	5048	4427	0.876980982567353	0.785936189340147	8	0.05X	128	10000	1e-09	6	scrm
chr4	5245	4483	0.854718779790276	0.754049999720716	8	0.05X	128	10000	1e-09	6	scrm
chr5	4933	4605	0.933509020879789	0.785317641157131	8	0.05X	128	10000	1e-09	6	scrm
chr1	4741	4510	0.951276102088167	0.839055687132527	9	0.05X	128	10000	1e-09	6	scrm
chr2	5894	5842	0.991177468612148	0.823929366314658	9	0.05X	128	10000	1e-09	6	scrm
chr3	5598	3391	0.605752054305109	0.785744533831837	9	0.05X	128	10000	1e-09	6	scrm
chr4	5164	4642	0.898915569326104	0.754463497194368	9	0.05X	128	10000	1e-09	6	scrm
chr5	5592	4584	0.819742489270386	0.784853551861895	9	0.05X	128	10000	1e-09	6	scrm
chr1	3409	2682	0.78674097975946	0.83977539205733	10	0.05X	128	10000	1e-09	6	scrm
chr2	5986	3131	0.523053792181757	0.823413893485842	10	0.05X	128	10000	1e-09	6	scrm
chr3	5399	3484	0.645304686052973	0.785099555925432	10	0.05X	128	10000	1e-09	6	scrm
chr4	5195	4274	0.822714148219442	0.754591735311147	10	0.05X	128	10000	1e-09	6	scrm
chr1	3719	3521	0.946759881688626	0.856913768402124	1	0.05X	128	10000	1e-09	7	scrm
chr2	4048	3932	0.971343873517787	0.794507460160689	1	0.05X	128	10000	1e-09	7	scrm
chr3	3642	3156	0.866556836902801	0.812402430895198	1	0.05X	128	10000	1e-09	7	scrm
chr4	3885	3740	0.962676962676963	0.831157701018541	1	0.05X	128	10000	1e-09	7	scrm
chr5	5976	5896	0.98661311914324	0.84424478717278	1	0.05X	128	10000	1e-09	7	scrm
chr1	3827	3457	0.903318526260779	0.856537670636881	2	0.05X	128	10000	1e-09	7	scrm
chr2	3334	2482	0.744451109778044	0.79435031572787	2	0.05X	128	10000	1e-09	7	scrm
chr3	3657	3057	0.835931091058244	0.813427894598544	2	0.05X	128	10000	1e-09	7	scrm
chr4	3838	2833	0.738144867118291	0.831575569602088	2	0.05X	128	10000	1e-09	7	scrm
chr1	3770	3518	0.93315649867374	0.85684924543062	3	0.05X	128	10000	1e-09	7	scrm
chr2	2327	1512	0.649763644177052	0.79694857267438	3	0.05X	128	10000	1e-09	7	scrm
chr3	3836	3781	0.985662148070907	0.811676630014175	3	0.05X	128	10000	1e-09	7	scrm
chr4	4016	3125	0.778137450199203	0.830517590283398	3	0.05X	128	10000	1e-09	7	scrm
chr5	5066	3081	0.608172127911567	0.843800167862342	3	0.05X	128	10000	1e-09	7	scrm
chr1	3589	3059	0.852326553357481	0.856419395091773	4	0.05X	128	10000	1e-09	7	scrm
chr2	3735	2471	0.661579651941098	0.794705906961178	4	0.05X	128	10000	1e-09	7	scrm
chr3	589	523	0.887945670628183	0.816060349572899	4	0.05X	128	10000	1e-09	7	scrm
chr4	3485	3481	0.998852223816356	0.831652884572274	4	0.05X	128	10000	1e-09	7	scrm
chr5	6013	4679	0.778147347413936	0.844131619446927	4	0.05X	128	10000	1e-09	7	scrm
chr1	3884	3409	0.877703398558187	0.856459565560432	5	0.05X	128	10000	1e-09	7	scrm
chr2	4129	2851	0.690481956890288	0.796024158983145	5	0.05X	128	10000	1e-09	7	scrm
chr3	3971	3614	0.91009821203727	0.811826753484245	5	0.05X	128	10000	1e-09	7	scrm
chr4	1454	1046	0.71939477303989	0.835970578200223	5	0.05X	128	10000	1e-09	7	scrm
chr1	3786	3261	0.861331220285262	0.856867303057316	6	0.05X	128	10000	1e-09	7	scrm
chr2	2329	2327	0.999141262344354	0.795314764249678	6	0.05X	128	10000	1e-09	7	scrm
chr3	3410	2360	0.69208211143695	0.813088837117394	6	0.05X	128	10000	1e-09	7	scrm
chr4	3885	2887	0.743114543114543	0.831209357027228	6	0.05X	128	10000	1e-09	7	scrm
chr5	6455	4739	0.73415956622773	0.843486456719597	6	0.05X	128	10000	1e-09	7	scrm
chr1	3388	2952	0.871310507674144	0.856304002061504	7	0.05X	128	10000	1e-09	7	scrm
chr2	2670	2511	0.940449438202247	0.800077699811271	7	0.05X	128	10000	1e-09	7	scrm
chr3	2185	2060	0.94279176201373	0.811018619493707	7	0.05X	128	10000	1e-09	7	scrm
chr4	1569	1137	0.724665391969407	0.827258993213233	7	0.05X	128	10000	1e-09	7	scrm
chr1	3526	3226	0.914917753828701	0.857000220045067	8	0.05X	128	10000	1e-09	7	scrm
chr2	3979	3058	0.768534807740638	0.795807413972182	8	0.05X	128	10000	1e-09	7	scrm
chr3	1165	1158	0.993991416309013	0.808854288911615	8	0.05X	128	10000	1e-09	7	scrm
chr4	3866	3273	0.846611484738748	0.831037857837154	8	0.05X	128	10000	1e-09	7	scrm
chr5	6198	5695	0.918844788641497	0.844135226569433	8	0.05X	128	10000	1e-09	7	scrm
chr1	3599	3049	0.847179772158933	0.856648700838123	9	0.05X	128	10000	1e-09	7	scrm
chr2	4267	3108	0.728380595265995	0.795782474994324	9	0.05X	128	10000	1e-09	7	scrm
chr3	3615	2426	0.671092669432918	0.813306221229901	9	0.05X	128	10000	1e-09	7	scrm
chr4	3826	3809	0.995556717198118	0.831464242012913	9	0.05X	128	10000	1e-09	7	scrm
chr1	3671	3227	0.879052029419777	0.85655408177055	10	0.05X	128	10000	1e-09	7	scrm
chr2	4346	4204	0.967326277036355	0.795243229451291	10	0.05X	128	10000	1e-09	7	scrm
chr3	1099	759	0.690627843494086	0.806615966574727	10	0.05X	128	10000	1e-09	7	scrm
chr4	3876	3323	0.857327141382869	0.831017713674697	10	0.05X	128	10000	1e-09	7	scrm
chr5	5182	4672	0.901582400617522	0.844759612412859	10	0.05X	128	10000	1e-09	7	scrm
chr1	5590	5032	0.900178890876565	0.861133303838467	1	0.05X	128	10000	1e-09	8	scrm
chr2	5732	5627	0.981681786461968	0.72483297535696	1	0.05X	128	10000	1e-09	8	scrm
chr3	5197	4572	0.879738310563787	0.762925301236741	1	0.05X	128	10000	1e-09	8	scrm
chr4	4655	2717	0.583673469387755	0.779150980653363	1	0.05X	128	10000	1e-09	8	scrm
chr5	4374	3232	0.73891175125743	0.852691036411001	1	0.05X	128	10000	1e-09	8	scrm
chr1	4616	4241	0.918760831889081	0.861118548044505	2	0.05X	128	10000	1e-09	8	scrm
chr2	5249	2592	0.493808344446561	0.72334386934937	2	0.05X	128	10000	1e-09	8	scrm
chr3	5576	3370	0.604375896700143	0.76194114083026	2	0.05X	128	10000	1e-09	8	scrm
chr4	5659	5425	0.958649938151617	0.77948341025841	2	0.05X	128	10000	1e-09	8	scrm
chr5	3807	2954	0.775939059627003	0.852544545563682	2	0.05X	128	10000	1e-09	8	scrm
chr1	5699	5694	0.999122653097035	0.861558192946405	3	0.05X	128	10000	1e-09	8	scrm
chr2	5536	3944	0.71242774566474	0.723966146480141	3	0.05X	128	10000	1e-09	8	scrm
chr3	5551	3335	0.600792649972978	0.76238227504757	3	0.05X	128	10000	1e-09	8	scrm
chr4	4256	2648	0.62218045112782	0.779531464540869	3	0.05X	128	10000	1e-09	8	scrm
chr5	4378	3577	0.817039744175423	0.852685125846741	3	0.05X	128	10000	1e-09	8	scrm
chr1	5664	5492	0.969632768361582	0.861482577135334	4	0.05X	128	10000	1e-09	8	scrm
chr2	5260	3526	0.670342205323194	0.723378425859227	4	0.05X	128	10000	1e-09	8	scrm
chr3	5315	4767	0.89689557855127	0.763231514673242	4	0.05X	128	10000	1e-09	8	scrm
chr4	4377	4348	0.993374457390907	0.779806923642942	4	0.05X	128	10000	1e-09	8	scrm
chr5	4306	3304	0.76730143985137	0.852543598322109	4	0.05X	128	10000	1e-09	8	scrm
chr1	5374	4502	0.837737253442501	0.86122672532099	5	0.05X	128	10000	1e-09	8	scrm
chr2	5546	4431	0.798954201226109	0.724039687862733	5	0.05X	128	10000	1e-09	8	scrm
chr3	5539	4938	0.89149666004694	0.762312440584661	5	0.05X	128	10000	1e-09	8	scrm
chr4	5101	3184	0.624191335032347	0.779234248454653	5	0.05X	128	10000	1e-09	8	scrm
chr1	5650	4914	0.869734513274336	0.861303376054342	6	0.05X	128	10000	1e-09	8	scrm
chr2	5734	5470	0.953958841995117	0.724806765292553	6	0.05X	128	10000	1e-09	8	scrm
chr3	5576	5519	0.989777618364419	0.76192887031194	6	0.05X	128	10000	1e-09	8	scrm
chr4	5619	5320	0.946787684641395	0.779034931096642	6	0.05X	128	10000	1e-09	8	scrm
chr5	4163	3984	0.957002161902474	0.852543680821936	6	0.05X	128	10000	1e-09	8	scrm
chr1	5560	4833	0.869244604316547	0.861326895514838	7	0.05X	128	10000	1e-09	8	scrm
chr2	4852	3174	0.654163231657049	0.723364695574956	7	0.05X	128	10000	1e-09	8	scrm
chr3	5407	5122	0.94729054928796	0.762889322344733	7	0.05X	128	10000	1e-09	8	scrm
chr4	4714	2768	0.587187102248621	0.780372137329464	7	0.05X	128	10000	1e-09	8	scrm
chr5	4336	4131	0.952721402214022	0.85256841173911	7	0.05X	128	10000	1e-09	8	scrm
chr1	5650	4636	0.820530973451327	0.861221092021571	8	0.05X	128	10000	1e-09	8	scrm
chr2	5518	2942	0.533164189923885	0.724522246706093	8	0.05X	128	10000	1e-09	8	scrm
chr3	4589	4223	0.920244061887121	0.764324069360836	8	0.05X	128	10000	1e-09	8	scrm
chr4	4987	4733	0.949067575696812	0.7791904704184	8	0.05X	128	10000	1e-09	8	scrm
chr1	5657	5097	0.901007601202051	0.861502706909719	9	0.05X	128	10000	1e-09	8	scrm
chr2	5691	5458	0.959058162010192	0.724664768881924	9	0.05X	128	10000	1e-09	8	scrm
chr3	4796	4194	0.874478732276897	0.762937645995686	9	0.05X	128	10000	1e-09	8	scrm
chr4	4560	4442	0.974122807017544	0.779118213318942	9	0.05X	128	10000	1e-09	8	scrm
chr1	5428	5141	0.947126013264554	0.861462732932106	10	0.05X	128	10000	1e-09	8	scrm
chr2	3642	2946	0.808896210873147	0.722034485768251	10	0.05X	128	10000	1e-09	8	scrm
chr3	5201	4845	0.93155162468756	0.762626496857575	10	0.05X	128	10000	1e-09	8	scrm
chr4	5650	3497	0.618938053097345	0.779453416672428	10	0.05X	128	10000	1e-09	8	scrm
chr1	8214	3611	0.439615290966642	0.761771893832177	1	0.05X	128	10000	1e-09	9	scrm
chr2	5069	4259	0.840205168672322	0.836257353598466	1	0.05X	128	10000	1e-09	9	scrm
chr3	3749	2745	0.732195252067218	0.876563714516579	1	0.05X	128	10000	1e-09	9	scrm
chr4	3918	3916	0.999489535477284	0.827513947421157	1	0.05X	128	10000	1e-09	9	scrm
chr5	5366	5196	0.968319045844204	0.885306148976921	1	0.05X	128	10000	1e-09	9	scrm
chr1	8218	3910	0.475784862496958	0.761532755424925	2	0.05X	128	10000	1e-09	9	scrm
chr2	5034	5016	0.99642431466031	0.837189908912365	2	0.05X	128	10000	1e-09	9	scrm
chr3	3997	3483	0.871403552664498	0.876786053285081	2	0.05X	128	10000	1e-09	9	scrm
